********************************************************************************
File created by the application RiderData for Android.
Creation date: 27/09/2024 15:05:26 WET
Developed by: Pedro Duarte
Version 2.1 September 2024
The RiderData application stores data from various sensors available on the smartphone, namely accelerometer, gyroscope, AHRS, and GPS. In addition, it records a video from the rear camera view of the phone.
Smartphone used:
Manufacturer - samsung
Model - SM-G781B
SDK Version - 36
Android Release - 16
***********************************************************************************************
CSV columns:
Sensor - Indicates which sensor collected the data;
Timestamp - Represents the moment (in milliseconds) when the data was collected;
Value_X - Represents X-axis values for accelerometer and gyroscope, represents pitch for AHRS, and latitude for GPS;
Value_Y - Represents Y-axis values for accelerometer and gyroscope, represents roll for AHRS, and longitude for GPS;
Value_Z - Represents Z-axis values for accelerometer and gyroscope, represents yaw for AHRS, and speed for GPS;

Sensor Description:
ACEL - Accelerometer;
GYRO - Gyroscope;
AHRS - Attitude and Heading Reference System;
GPS - Global Positioning System
***********************************************************************************************
Frequency Sampling:
Accelerometer - 403 Hz;
Gyroscope - 403 Hz;
AHRS - 201 Hz;
GPS - 1Hz;

Units of Measurement:
Accelerometer - acceleration in m/s^2;
Gyroscope - angular velocity in rad/s;
AHRS - degrees (all parameters);
GPS - minutes and seconds (Value_X and Value_Y), and km/h (Value_Z);
***********************************************************************************************
COLLECTED DATA
Sensor, Timestamp, Valor_X, Valor_Y, Valor_Z
ACEL,1727445996335,6.3418775,-1.3692927,1.3812568
AHRS,1727445996335,11.270546,-95.80722,-48.42102
GYRO,1727445996338,0.14813046,0.013209572,0.09078717
ACEL,1727445996338,9.018549,0.73011,0.67028946
GYRO,1727445996339,0.11025793,-0.17859647,0.03825431
ACEL,1727445996339,15.358033,0.8234301,-2.1547368
GYRO,1727445996343,0.018630842,-0.24029204,0.040697698
ACEL,1727445996343,14.64228,-1.4027922,-3.3804603
AHRS,1727445996343,11.317594,-95.72859,-48.456528
GYRO,1727445996344,-0.0027488125,-0.15171918,0.09384141
ACEL,1727445996344,13.311273,-0.76600236,-3.5096726
AHRS,1727445996344,11.3424225,-95.73612,-48.487633
GYRO,1727445996346,-0.026571855,-0.15416257,0.12682717
ACEL,1727445996346,8.120642,-0.8282157,-2.9709885
GYRO,1727445996349,-0.009468133,-0.13522631,0.17202985
ACEL,1727445996350,4.634897,-0.20338993,-3.3613176
GYRO,1727445996354,0.016798299,0.02481567,0.19340952
AHRS,1727445996355,11.338664,-95.78811,-48.45378
ACEL,1727445996355,7.548458,-2.748456,-4.1177487
GYRO,1727445996355,0.051005747,0.21356747,0.18852274
ACEL,1727445996355,7.969894,-2.5905297,-2.9949167
AHRS,1727445996355,11.3676815,-95.845985,-48.44152
GYRO,1727445996357,0.09376506,0.22334103,0.16042376
ACEL,1727445996357,8.556435,-2.1690936,-1.611267
GYRO,1727445996359,0.09193251,0.03153499,0.11949699
ACEL,1727445996359,10.780563,-1.0079765,-1.8385851
GYRO,1727445996362,0.064444385,-0.038712446,0.063299045
ACEL,1727445996362,18.37239,-2.003989,-3.775575
AHRS,1727445996363,11.416729,-95.829865,-48.450912
GYRO,1727445996364,0.00335966,0.018707197,0.04680617
AHRS,1727445996364,11.466319,-95.80959,-48.500416
ACEL,1727445996365,17.943777,-3.4881372,-3.545565
GYRO,1727445996366,-0.0070247436,0.072461754,0.101782426
ACEL,1727445996366,14.501103,-1.6734804,-2.1020947
GYRO,1727445996373,-0.02779355,-0.099797174,0.13721156
ACEL,1727445996374,8.733803,-0.8282157,-1.2807583
GYRO,1727445996374,-0.027182704,-0.25678492,0.18852274
ACEL,1727445996375,5.8630137,-0.6655038,-2.4442682
AHRS,1727445996375,11.480009,-95.81628,-48.505863
GYRO,1727445996376,0.0027488125,-0.1492758,0.22211933
ACEL,1727445996376,6.79442,-3.370889,-3.4594233
AHRS,1727445996376,11.506111,-95.835205,-48.500053
GYRO,1727445996377,0.079715565,0.08956548,0.22028679
ACEL,1727445996377,5.9733825,-3.5527434,-2.0901306
GYRO,1727445996378,0.16767757,0.18607935,0.17874917
ACEL,1727445996379,5.709873,-1.5227325,-0.47168517
GYRO,1727445996381,0.17867282,0.034589227,0.14637427
ACEL,1727445996382,7.050751,1.556232,-0.61764735
AHRS,1727445996382,11.555628,-95.898445,-48.481236
GYRO,1727445996383,0.1395786,-0.080860905,0.11338852
ACEL,1727445996384,14.417355,0.541077,-2.7963123
AHRS,1727445996384,11.620341,-95.870285,-48.531467
GYRO,1727445996390,0.054059982,-0.07780667,0.09933904
ACEL,1727445996391,15.477973,-1.9630119,-3.2727833
GYRO,1727445996391,0.030236939,-0.0020616094,0.12438377
ACEL,1727445996392,13.054941,-0.663111,-2.4107687
GYRO,1727445996392,0.009468133,-0.1144575,0.12927055
ACEL,1727445996393,7.7090764,-0.21296121,-1.7237296
AHRS,1727445996393,11.671011,-95.87339,-48.586426
GYRO,1727445996402,0.010689827,-0.24578966,0.1390441
ACEL,1727445996403,5.5136614,0.16749759,-2.9997022
GYRO,1727445996404,0.024739314,-0.16637953,0.1414875
ACEL,1727445996404,6.9212394,-2.9542387,-4.3262234
GYRO,1727445996405,0.06566608,-8.39915E-4,0.14087665
AHRS,1727445996405,11.6804085,-95.88739,-48.57019
ACEL,1727445996406,6.7968125,-4.2855453,-3.670291
AHRS,1727445996406,11.706603,-95.94881,-48.562157
GYRO,1727445996406,0.12858334,0.04191939,0.11644276
ACEL,1727445996407,7.069894,-3.7971103,-2.9111679
ACEL,1727445996407,7.522137,-1.3022938,-3.3876386
AHRS,1727445996407,11.737917,-95.98311,-48.569336
GYRO,1727445996408,0.13591352,-0.09735378,0.09994988
GYRO,1727445996408,0.12491827,-0.074141584,0.08773294
ACEL,1727445996409,14.34557,-1.8457636,-5.35095
GYRO,1727445996409,0.06627693,0.073072605,0.07795938
ACEL,1727445996409,15.020645,-3.4354951,-5.0970116
GYRO,1727445996413,0.07177455,0.25693762,0.10239327
ACEL,1727445996414,12.906587,-1.3214363,-3.3493536
AHRS,1727445996415,11.787431,-96.00807,-48.641426
GYRO,1727445996415,0.046118967,0.17630579,0.11399937
AHRS,1727445996416,11.820543,-96.020676,-48.68998
ACEL,1727445996416,8.1015,-0.12921242,-1.6423737
GYRO,1727445996416,0.040621344,0.056579728,0.12865971
ACEL,1727445996417,6.3394847,0.09571291,-1.6304095
GYRO,1727445996418,0.042453885,0.07368345,0.13049224
ACEL,1727445996419,7.172785,-3.0909286,-1.7380866
GYRO,1727445996423,0.08154811,0.15798037,0.13171394
ACEL,1727445996423,6.6939216,-3.4354951,-0.5315057
AHRS,1727445996424,11.849049,-95.98356,-48.72053
GYRO,1727445996424,0.1279725,0.09933904,0.11216683
ACEL,1727445996425,6.550352,-2.8465617,0.45254257
AHRS,1727445996425,11.876042,-95.97371,-48.72403
GYRO,1727445996426,0.12675081,-0.12667444,0.09384141
ACEL,1727445996427,7.876574,-0.933799,-0.3185445
GYRO,1727445996428,0.10720369,-0.20669544,0.060855657
ACEL,1727445996428,14.606388,-2.070988,-2.8345976
GYRO,1727445996431,0.055892523,-0.124841906,0.050471254
ACEL,1727445996432,14.71885,-3.6846478,-3.2847474
AHRS,1727445996432,11.913902,-95.93891,-48.75715
GYRO,1727445996435,0.05833591,0.016874656,0.07368345
ACEL,1727445996435,12.631412,-1.4700904,-2.329413
AHRS,1727445996436,11.951636,-95.974945,-48.799805
GYRO,1727445996436,0.029015245,-0.074141584,0.07185091
ACEL,1727445996436,6.875776,-0.22492532,-1.4964114
GYRO,1727445996440,0.027182704,-0.15904936,0.08956548
ACEL,1727445996441,4.8098726,-0.19142582,-2.4179473
GYRO,1727445996442,0.02779355,-0.06864396,0.10239327
ACEL,1727445996442,6.5407805,-3.2177482,-3.3373895
AHRS,1727445996443,11.964456,-95.9902,-48.80607
GYRO,1727445996443,0.06627693,0.1298814,0.10056073
AHRS,1727445996444,11.985454,-96.03223,-48.816998
ACEL,1727445996444,8.460722,-4.685147,-2.5208387
GYRO,1727445996445,0.10964708,0.17141901,0.08040277
ACEL,1727445996446,9.21476,-3.9023945,-1.2999009
GYRO,1727445996448,0.08826743,-0.038712446,0.073072605
ACEL,1727445996449,11.688042,-0.16510476,-1.8720846
ACEL,1727445996450,19.21975,-0.2105684,-4.3908296
GYRO,1727445996450,0.020463383,-0.17554224,0.04680617
AHRS,1727445996452,12.007921,-96.03125,-48.82647
GYRO,1727445996453,-0.083380654,-0.17798562,0.03153499
ACEL,1727445996453,18.664316,-2.312663,-5.0276194
AHRS,1727445996453,12.048872,-96.02273,-48.88616
GYRO,1727445996457,-0.10414946,-0.074752435,0.050471254
ACEL,1727445996458,15.556936,-1.1132607,-4.321438
GYRO,1727445996458,-0.10903624,-0.10468395,0.0510821
ACEL,1727445996459,7.8670025,-0.73011,-3.112464
GYRO,1727445996461,-0.05283829,-0.083915144,0.082235314
ACEL,1727445996461,4.3740797,-1.338186,-3.1579278
AHRS,1727445996462,12.057423,-96.07861,-48.875534
GYRO,1727445996463,0.019852536,0.079181075,0.10911259
ACEL,1727445996463,4.2999024,-3.9406798,-2.9374888
AHRS,1727445996464,12.048172,-96.13065,-48.834766
GYRO,1727445996465,0.11575556,0.24655323,0.12927055
ACEL,1727445996466,3.502494,-3.5096726,-1.1300105
GYRO,1727445996469,0.20616095,0.21051323,0.123162076
ACEL,1727445996469,3.6340995,-2.248057,0.37836507
GYRO,1727445996471,0.22692975,-0.01977618,0.10544751
ACEL,1727445996472,7.1010003,0.37836507,-0.40707895
AHRS,1727445996472,12.062969,-96.15107,-48.82787
GYRO,1727445996476,0.20493926,-0.10834903,0.06574243
AHRS,1727445996477,12.115184,-96.096306,-48.900867
ACEL,1727445996477,14.369498,-0.2105684,-2.65035
GYRO,1727445996477,0.14202198,-0.07353074,0.048027866
ACEL,1727445996477,14.228023,-1.0079765,-2.8657043
GYRO,1727445996478,0.117588095,-0.0038941512,0.05413634
ACEL,1727445996478,11.654542,1.6208383,-2.1762722
GYRO,1727445996480,0.06566608,-0.14011309,0.060855657
ACEL,1727445996480,4.8936214,1.6471593,-1.7117655
AHRS,1727445996483,12.160841,-96.1019,-48.979008
GYRO,1727445996483,0.06994201,-0.17493138,0.09200887
ACEL,1727445996484,3.9574296,-0.4022933,-2.9590242
AHRS,1727445996484,12.162003,-96.10813,-48.996094
GYRO,1727445996485,0.09498675,0.0077119465,0.0962848
ACEL,1727445996485,5.7338014,-4.6372905,-3.4187453
GYRO,1727445996491,0.16951011,0.23922306,0.079181075
ACEL,1727445996492,7.7425756,-5.441877,-2.082952
GYRO,1727445996492,0.22143213,0.25082916,0.0510821
ACEL,1727445996493,9.344272,-3.4307094,-0.9936196
GYRO,1727445996493,0.1847813,0.023593975,0.040697698
ACEL,1727445996494,12.406187,0.076570325,-1.7572291
AHRS,1727445996494,12.163348,-96.157585,-48.992786
AHRS,1727445996495,12.180604,-96.12877,-49.025524
GYRO,1727445996495,0.098651834,-0.10834903,0.009544488
ACEL,1727445996496,18.82972,-0.6583253,-3.9478583
GYRO,1727445996498,-0.014965758,-0.14072394,3.8177954E-4
ACEL,1727445996499,17.898314,-2.6886353,-4.237689
GYRO,1727445996500,-0.043064732,-0.092467,0.0290916
ACEL,1727445996500,14.453247,-1.8864416,-3.4953158
AHRS,1727445996503,12.224768,-96.09271,-49.12618
GYRO,1727445996504,-0.0723854,-0.20669544,0.045584477
ACEL,1727445996504,6.9475603,-2.003989,-2.7173493
AHRS,1727445996504,12.22248,-96.12712,-49.13329
GYRO,1727445996505,-0.033902023,-0.2060846,0.079791926
ACEL,1727445996505,4.4674,-2.7101707,-3.4929228
GYRO,1727445996509,0.011911522,-0.022219568,0.11216683
ACEL,1727445996511,3.8784664,-4.3788652,-3.49053
GYRO,1727445996511,0.095597595,0.20501561,0.12682717
ACEL,1727445996512,4.1751766,-2.8465617,-2.0422742
ACEL,1727445996513,4.709075,-1.2520444,-0.55064833
AHRS,1727445996513,12.214394,-96.18896,-49.10541
AHRS,1727445996513,12.238083,-96.23702,-49.10729
GYRO,1727445996514,0.15912572,0.24899662,0.101782426
GYRO,1727445996515,0.16523418,0.11338852,0.063909896
ACEL,1727445996515,8.400901,0.9314062,-0.9385847
GYRO,1727445996517,0.13835691,0.07368345,-2.2906772E-4
ACEL,1727445996518,15.650256,-0.8330014,-2.4681966
GYRO,1727445996519,0.07727218,0.079181075,-0.028328042
ACEL,1727445996520,14.400605,-1.4724833,-1.9247267
GYRO,1727445996523,0.06810947,0.08284616,-0.015500249
AHRS,1727445996523,12.292455,-96.187935,-49.181465
AHRS,1727445996524,12.313582,-96.15826,-49.23858
ACEL,1727445996524,12.643375,-0.043070808,-1.0127622
GYRO,1727445996527,0.024739314,-0.1376697,-2.2906772E-4
ACEL,1727445996528,7.416853,-0.6678966,-0.8787641
GYRO,1727445996529,0.027182704,-0.25067645,0.035200074
ACEL,1727445996529,6.6891356,-2.2360928,-2.530709
GYRO,1727445996532,0.043064732,-0.15660596,0.052914646
ACEL,1727445996532,8.149654,-5.441877,-3.5431721
AHRS,1727445996533,12.290457,-96.13365,-49.23919
ACEL,1727445996533,9.339486,-5.030012,-3.0885358
GYRO,1727445996533,0.095597595,-0.013667707,0.05596888
AHRS,1727445996534,12.280533,-96.18737,-49.22687
GYRO,1727445996535,0.12858334,-0.049707696,0.043751936
ACEL,1727445996535,8.597113,-2.3078775,-2.6886353
GYRO,1727445996537,0.09804098,-0.19264595,0.03825431
ACEL,1727445996537,11.285748,0.770788,-4.141677
GYRO,1727445996542,0.05283829,-0.112014115,0.010766183
ACEL,1727445996543,15.954145,-1.5897316,-5.829514
GYRO,1727445996544,0.017409148,0.094452254,0.010766183
ACEL,1727445996544,13.823635,-3.0020952,-4.7162533
AHRS,1727445996544,12.297216,-96.214584,-49.24659
AHRS,1727445996545,12.33543,-96.25975,-49.320904
GYRO,1727445996545,0.05222744,0.28564745,0.017485503
ACEL,1727445996545,10.914561,-2.0614166,-2.4323041
GYRO,1727445996547,0.06261184,0.20929155,0.019928891
ACEL,1727445996548,4.3094735,-1.7500507,-0.4022933
GYRO,1727445996549,0.10781454,0.12255123,0.049860407
ACEL,1727445996550,4.752146,-2.4131618,-0.5171488
GYRO,1727445996552,0.13469182,0.09750649,0.05413634
ACEL,1727445996553,5.425127,-3.7803607,-0.31136605
AHRS,1727445996553,12.329104,-96.277336,-49.331146
AHRS,1727445996553,12.328604,-96.230576,-49.359966
GYRO,1727445996555,0.17745113,0.08284616,0.04253024
ACEL,1727445996556,5.9135623,-2.0542383,0.3711866
GYRO,1727445996559,0.1847813,-0.09857547,0.01809635
ACEL,1727445996560,6.356234,-0.5458627,0.031106694
GYRO,1727445996560,0.14263284,-0.3032093,-8.39915E-4
ACEL,1727445996561,10.016953,1.2017952,-2.3748765
GYRO,1727445996563,0.08215895,-0.28427303,-0.034436513
AHRS,1727445996563,12.348556,-96.19653,-49.396645
AHRS,1727445996564,12.37671,-96.18676,-49.464558
ACEL,1727445996564,14.754743,-1.3956138,-4.848158
GYRO,1727445996565,0.04123219,-0.11079242,-0.03321482
ACEL,1727445996565,13.689339,-2.4155545,-4.8673005
GYRO,1727445996567,0.040621344,0.04314109,-0.014889402
ACEL,1727445996568,10.852348,-1.5346966,-3.8114674
GYRO,1727445996570,0.029626092,0.018707197,9.926268E-4
ACEL,1727445996570,6.133702,-1.2137593,-3.1028929
GYRO,1727445996575,0.049173206,0.079181075,0.022372281
AHRS,1727445996576,12.374948,-96.256676,-49.48931
ACEL,1727445996577,7.2397842,-2.1308086,-3.6870406
AHRS,1727445996577,12.350344,-96.280235,-49.491924
GYRO,1727445996578,0.06566608,0.23800136,0.02481567
ACEL,1727445996578,7.785647,-4.139284,-2.7317061
GYRO,1727445996579,0.11025793,0.3210766,0.0077119465
ACEL,1727445996579,8.738588,-2.6407788,-0.9720842
GYRO,1727445996580,0.11880979,0.15920207,-0.020387027
ACEL,1727445996580,8.4655075,-0.98883396,-0.06460621
GYRO,1727445996583,0.083380654,-0.07658497,-0.03077143
AHRS,1727445996584,12.349193,-96.28608,-49.511555
ACEL,1727445996584,11.441281,0.043070808,-1.3190435
AHRS,1727445996584,12.357473,-96.22104,-49.553707
GYRO,1727445996585,0.03268033,-0.14072394,-0.045431767
ACEL,1727445996585,14.936896,-2.7125635,-2.815455
GYRO,1727445996586,0.0027488125,-0.06986566,-0.031993125
ACEL,1727445996587,13.857135,-2.8848467,-2.4825535
GYRO,1727445996589,0.018019995,0.019318044,-0.019165333
ACEL,1727445996590,11.051251,-1.7165512,-1.5155541
GYRO,1727445996595,0.027182704,-0.03504736,0.001603474
ACEL,1727445996595,5.6644096,-0.8353942,-1.0031909
AHRS,1727445996596,12.364342,-96.20993,-49.600563
AHRS,1727445996596,12.341815,-96.235565,-49.589535
GYRO,1727445996596,0.058946762,-0.017943637,0.019928891
ACEL,1727445996597,7.349854,-1.4365909,-1.9103698
GYRO,1727445996597,0.07177455,0.06818583,0.014431266
ACEL,1727445996598,7.6755767,-2.0877378,-1.6423737
AHRS,1727445996598,12.337233,-96.24429,-49.59934
ACEL,1727445996599,8.137691,-0.8787641,-0.64875406
GYRO,1727445996600,0.104760304,0.12438377,0.019928891
ACEL,1727445996603,7.091429,0.33290145,-0.43579283
AHRS,1727445996603,12.340047,-96.23578,-49.61278
GYRO,1727445996604,0.10048437,-0.0600921,0.022983128
GYRO,1727445996604,0.07116371,-0.25373068,0.013820419
ACEL,1727445996604,11.297712,1.218545,-2.7436702
GYRO,1727445996610,0.018019995,-0.26228255,-0.0045049987
AHRS,1727445996611,12.349878,-96.22753,-49.64826
ACEL,1727445996611,14.460425,-2.1619153,-4.7282176
GYRO,1727445996612,0.015576605,-0.10712734,0.005879405
ACEL,1727445996612,13.232309,-2.461018,-4.421936
GYRO,1727445996613,0.0387888,0.018707197,-0.009391776
ACEL,1727445996613,11.015359,-1.3980067,-3.4929228
AHRS,1727445996614,12.342659,-96.29592,-49.644802
GYRO,1727445996614,0.053449135,-0.016721943,-0.022219568
ACEL,1727445996615,6.198308,-0.11246266,-3.1052856
AHRS,1727445996616,12.325855,-96.323875,-49.645382
GYRO,1727445996617,0.07788303,0.024204822,-0.010002624
ACEL,1727445996617,8.065607,-1.189831,-4.0148573
GYRO,1727445996620,0.088878274,0.12071869,-0.014278554
ACEL,1727445996620,7.349854,-2.3246272,-3.2967114
ACEL,1727445996623,7.045965,-1.5011971,-2.0207388
GYRO,1727445996623,0.13652436,0.18791188,-0.012446013
AHRS,1727445996624,12.317705,-96.33797,-49.670616
GYRO,1727445996624,0.1524064,0.03581092,0.0077119465
ACEL,1727445996625,5.8920264,-1.015155,-1.4581263
GYRO,1727445996628,0.15301724,-0.08880192,0.022372281
ACEL,1727445996629,10.083953,-0.81625164,-2.8848467
AHRS,1727445996629,12.310487,-96.30757,-49.711594
GYRO,1727445996630,0.120642334,-0.0704765,0.015042114
ACEL,1727445996630,13.562519,-3.6077783,-3.8401814
GYRO,1727445996633,0.1291942,0.055358034,0.021761434
ACEL,1727445996633,13.227524,-2.6814568,-3.054737
AHRS,1727445996634,12.321533,-96.31955,-49.767475
ACEL,1727445996634,9.597911,-0.7468598,-1.6782659
GYRO,1727445996634,0.14629792,0.110945135,0.011987877
GYRO,1727445996637,0.14813046,9.926268E-4,-0.003283304
AHRS,1727445996637,12.324451,-96.32364,-49.80302
ACEL,1727445996638,6.2581286,0.3472584,-1.6423737
GYRO,1727445996638,0.15423894,0.02481567,-0.01305686
ACEL,1727445996639,8.192725,-1.393221,-2.8609185
GYRO,1727445996644,0.15057385,0.13660072,-8.39915E-4
ACEL,1727445996645,6.238986,-2.734099,-1.8505492
AHRS,1727445996645,12.331367,-96.313225,-49.85741
GYRO,1727445996653,0.19821994,0.20806985,0.01565296
GYRO,1727445996654,0.193944,-8.39915E-4,0.0290916
ACEL,1727445996654,5.374878,-2.3868406,-0.20578274
GYRO,1727445996654,0.1731752,-0.12850699,0.034589227
AHRS,1727445996655,12.323064,-96.28666,-49.892662
ACEL,1727445996655,4.982156,-0.98644114,-0.021535404
GYRO,1727445996655,0.11697725,-0.099797174,0.023593975
AHRS,1727445996655,12.338585,-96.256836,-49.96176
ACEL,1727445996655,10.708778,-1.5203397,-2.1164517
GYRO,1727445996655,0.105982,0.009544488,0.0028251687
ACEL,1727445996656,14.072489,-4.3357944,-3.2153554
ACEL,1727445996656,14.161023,-2.6024938,-2.6455646
GYRO,1727445996656,0.08704574,-8.39915E-4,-0.04176668
ACEL,1727445996656,10.0576315,-0.39032918,-1.8266209
AHRS,1727445996657,12.355257,-96.27713,-50.00497
GYRO,1727445996661,0.05222744,-0.13033953,-0.047264308
ACEL,1727445996662,6.768099,1.1515459,-2.5208387
GYRO,1727445996663,0.022906773,-0.09735378,-0.0381016
ACEL,1727445996663,8.111071,-1.8218354,-3.9909291
AHRS,1727445996663,12.353944,-96.279434,-50.041763
GYRO,1727445996664,0.013133216,0.018707197,-0.022830416
ACEL,1727445996664,7.8717885,-4.1847477,-3.749254
ACEL,1727445996668,7.6516485,-4.5798626,-2.8034909
AHRS,1727445996669,12.334607,-96.3158,-50.048824
GYRO,1727445996669,0.060779303,0.12743801,-0.0026724567
GYRO,1727445996669,0.06627693,-0.01733279,0.016874656
ACEL,1727445996670,7.9914293,-3.437888,-2.7436702
GYRO,1727445996671,0.07543964,-0.050318543,0.003436016
ACEL,1727445996671,15.463616,-3.1387851,-4.615755
AHRS,1727445996672,12.322514,-96.310684,-50.06052
GYRO,1727445996674,0.028404398,0.02725906,-0.03504736
ACEL,1727445996674,18.405891,-4.817051,-4.8194437
GYRO,1727445996678,0.03268033,0.1622563,-0.047264308
ACEL,1727445996679,16.974085,-2.5570302,-3.3493536
AHRS,1727445996680,12.346187,-96.33386,-50.117897
ACEL,1727445996680,10.809278,-0.6798607,-1.6519449
GYRO,1727445996680,0.022906773,0.13049224,-0.05764871
GYRO,1727445996681,0.03634541,0.04924956,-0.036269058
ACEL,1727445996682,7.1273212,-0.7396813,-1.393221
AHRS,1727445996682,12.340142,-96.322395,-50.146053
GYRO,1727445996683,0.07727218,0.15248275,-0.00633754
ACEL,1727445996683,6.969096,-3.8880377,-1.1850454
GYRO,1727445996686,0.149963,0.2838149,0.030924143
ACEL,1727445996687,6.131309,-5.480162,0.770788
AHRS,1727445996687,12.326004,-96.310455,-50.166405
GYRO,1727445996688,0.2495311,0.2838149,0.049860407
ACEL,1727445996688,6.198308,-4.735396,2.5088747
ACEL,1727445996691,8.680861,-1.8625133,1.7931215
GYRO,1727445996692,0.2635806,-0.025884653,0.052303795
AHRS,1727445996692,12.323967,-96.245544,-50.18841
GYRO,1727445996695,0.229984,-0.25678492,0.016263809
ACEL,1727445996696,16.607985,-1.6998014,-1.1324034
GYRO,1727445996697,0.12736166,-0.3716242,-0.028328042
ACEL,1727445996697,18.640387,-3.1483564,-2.612065
AHRS,1727445996697,12.369371,-96.18966,-50.286617
GYRO,1727445996698,0.073607095,-0.34230354,-0.055205323
ACEL,1727445996699,16.598412,-1.2951152,-3.0667014
GYRO,1727445996701,0.008857286,-0.41377267,-0.07780667
ACEL,1727445996701,8.99462,-0.36161533,-3.1483564
AHRS,1727445996702,12.385427,-96.24589,-50.33486
GYRO,1727445996703,-0.018019995,-0.43515232,-0.06192464
ACEL,1727445996703,5.2812586,-0.8787641,-4.666004
GYRO,1727445996706,-0.019241689,-0.21219307,-0.033825666
ACEL,1727445996706,3.9430726,-4.5559344,-5.5854464
AHRS,1727445996706,12.357564,-96.34965,-50.335518
GYRO,1727445996711,0.036956258,0.110334285,0.0022143214
ACEL,1727445996712,3.2703903,-6.210272,-4.331009
GYRO,1727445996713,0.120642334,0.27648473,0.008933641
ACEL,1727445996713,3.7564325,-5.209474,-2.6168506
AHRS,1727445996714,12.329071,-96.45471,-50.321503
ACEL,1727445996714,6.576673,-1.4389837,-2.5208387
GYRO,1727445996714,0.13041589,0.14881766,-0.0045049987
AHRS,1727445996716,12.344424,-96.42894,-50.38496
GYRO,1727445996717,0.0943759,0.09200887,-0.055205323
ACEL,1727445996717,14.139488,-0.8282157,-3.92393
GYRO,1727445996718,0.005803049,0.1066692,-0.10834903
ACEL,1727445996718,15.243177,-1.3669,-3.4929228
GYRO,1727445996721,-0.024128467,0.1946312,-0.12362021
ACEL,1727445996722,12.703197,0.4668995,-1.9657038
AHRS,1727445996722,12.374043,-96.41033,-50.479164
GYRO,1727445996723,-0.05833591,0.09384141,-0.11140327
ACEL,1727445996724,4.8385863,0.44775695,-0.34247273
GYRO,1727445996730,-0.0387888,0.013820419,-0.061313793
ACEL,1727445996731,2.96381,-0.8234301,-0.79710907
AHRS,1727445996731,12.332516,-96.382545,-50.481735
ACEL,1727445996732,2.7795627,-4.369294,-0.77318084
GYRO,1727445996732,0.0027488125,0.10361496,-0.01977618
GYRO,1727445996733,0.09009997,0.20012884,0.0052685575
ACEL,1727445996733,4.6301117,-5.4203415,0.41904306
AHRS,1727445996733,12.2878475,-96.37828,-50.44989
GYRO,1727445996734,0.17745113,0.09567395,-0.023441264
ACEL,1727445996734,6.9595246,-4.2448673,0.93619186
GYRO,1727445996735,0.17867282,-0.2024195,-0.07841752
ACEL,1727445996736,12.511472,-1.2424731,-1.2329018
AHRS,1727445996736,12.282504,-96.33322,-50.458435
GYRO,1727445996738,0.12003148,-0.31786963,-0.14255647
ACEL,1727445996738,19.12643,-1.5658033,-4.1847477
GYRO,1727445996741,0.033291176,-0.26594764,-0.16576867
ACEL,1727445996741,18.58296,-2.449054,-4.793123
AHRS,1727445996744,12.302744,-96.33537,-50.543613
GYRO,1727445996744,0.003970507,-0.14072394,-0.15599512
ACEL,1727445996744,15.4058895,-1.1395818,-4.4171505
GYRO,1727445996745,-0.03634541,-0.16760121,-0.118733436
ACEL,1727445996746,8.436793,-1.625624,-3.8760736
AHRS,1727445996746,12.266149,-96.405556,-50.57086
GYRO,1727445996748,-0.021685077,-0.0820826,-0.044820916
ACEL,1727445996748,6.916454,-3.2991042,-4.465007
ACEL,1727445996751,6.1504517,-6.296414,-3.5168512
GYRO,1727445996751,0.011300675,0.13476817,0.009544488
AHRS,1727445996752,12.21151,-96.466805,-50.564667
GYRO,1727445996753,0.095597595,0.30519456,0.019928891
ACEL,1727445996753,7.859824,-5.3219366,-1.6710875
GYRO,1727445996755,0.14202198,0.20257223,-0.011835165
ACEL,1727445996756,8.479864,-2.8034909,-0.37836507
AHRS,1727445996756,12.197283,-96.48014,-50.568687
GYRO,1727445996757,0.12125318,-0.03321482,-0.052151084
ACEL,1727445996758,13.392629,0.13160525,-1.5155541
GYRO,1727445996761,0.053449135,-0.13033953,-0.11384666
ACEL,1727445996762,18.559032,-1.7165512,-3.004488
AHRS,1727445996762,12.225606,-96.42482,-50.64774
ACEL,1727445996763,16.636698,-2.3222344,-2.42034
GYRO,1727445996763,-0.0070247436,-0.07353074,-0.13461547
GYRO,1727445996766,-0.017409148,-0.018554486,-0.11323581
ACEL,1727445996766,11.609078,-0.77318084,-1.0941181
AHRS,1727445996766,12.221144,-96.4429,-50.696407
GYRO,1727445996768,-0.03451287,-0.1468324,-0.06742226
ACEL,1727445996768,4.3501515,-0.2321038,-0.5673981
GYRO,1727445996770,-0.016187452,-0.18592663,-0.008780929
ACEL,1727445996770,4.0698924,-2.0925233,-1.9247267
AHRS,1727445996772,12.166689,-96.459206,-50.674828
GYRO,1727445996774,0.02779355,-0.057037864,0.025426516
ACEL,1727445996774,3.9741793,-4.65404,-1.9031913
GYRO,1727445996776,0.118198946,0.08040277,0.0071010995
ACEL,1727445996776,6.370591,-3.9047875,-0.9696914
AHRS,1727445996776,12.144366,-96.508835,-50.656223
GYRO,1727445996780,0.1603474,-0.044820916,-0.05581617
ACEL,1727445996781,7.4216385,-1.5083755,-0.79950184
GYRO,1727445996782,0.13896775,-0.21280392,-0.11079242
