********************************************************************************
File created by the application RiderData for Android.
Creation date: 27/09/2024 15:05:26 WET
Developed by: Pedro Duarte
Version 2.1 September 2024
The RiderData application stores data from various sensors available on the smartphone, namely accelerometer, gyroscope, AHRS, and GPS. In addition, it records a video from the rear camera view of the phone.
Smartphone used:
Manufacturer - samsung
Model - SM-G781B
SDK Version - 36
Android Release - 16
***********************************************************************************************
CSV columns:
Sensor - Indicates which sensor collected the data;
Timestamp - Represents the moment (in milliseconds) when the data was collected;
Value_X - Represents X-axis values for accelerometer and gyroscope, represents pitch for AHRS, and latitude for GPS;
Value_Y - Represents Y-axis values for accelerometer and gyroscope, represents roll for AHRS, and longitude for GPS;
Value_Z - Represents Z-axis values for accelerometer and gyroscope, represents yaw for AHRS, and speed for GPS;

Sensor Description:
ACEL - Accelerometer;
GYRO - Gyroscope;
AHRS - Attitude and Heading Reference System;
GPS - Global Positioning System
***********************************************************************************************
Frequency Sampling:
Accelerometer - 403 Hz;
Gyroscope - 403 Hz;
AHRS - 201 Hz;
GPS - 1Hz;

Units of Measurement:
Accelerometer - acceleration in m/s^2;
Gyroscope - angular velocity in rad/s;
AHRS - degrees (all parameters);
GPS - minutes and seconds (Value_X and Value_Y), and km/h (Value_Z);
***********************************************************************************************
COLLECTED DATA
Sensor, Timestamp, Valor_X, Valor_Y, Valor_Z
ACEL,1727446120112,16.296618,-2.260021,-0.014356935
GYRO,1727446120115,0.0027488125,-0.041690327,-0.107050985
ACEL,1727446120116,10.986645,4.0005,1.462912
AHRS,1727446120116,7.8850975,-88.67359,90.94276
GYRO,1727446120118,-0.060779303,-0.18103985,-0.035581853
ACEL,1727446120118,7.3043904,4.0890346,0.581755
ACEL,1727446120121,3.4067812,0.90029955,-0.29940194
GYRO,1727446120122,-0.10292777,-0.13026318,0.1085781
GYRO,1727446120125,-0.014354911,0.17760384,0.20448112
ACEL,1727446120126,1.3573287,-4.0938206,0.99601245
AHRS,1727446120126,7.887413,-88.67846,90.9627
GYRO,1727446120126,0.11697725,0.3126011,0.12995775
ACEL,1727446120126,9.284451,-6.806384,2.0231316
AHRS,1727446120127,7.87872,-88.72284,90.96958
GYRO,1727446120128,0.22021043,0.37002072,-0.014813046
ACEL,1727446120128,11.127822,-7.306783,3.7923248
GYRO,1727446120130,0.26968905,0.36024716,-0.07040015
ACEL,1727446120130,15.322141,-3.275176,4.939085
GYRO,1727446120132,0.23364908,0.20081604,-0.11987878
ACEL,1727446120133,14.082061,1.2520444,6.076274
AHRS,1727446120133,7.902912,-88.65091,90.93959
GYRO,1727446120134,0.11392301,-0.16630317,-0.07284354
ACEL,1727446120135,10.675279,4.8266225,4.8266225
AHRS,1727446120135,7.922496,-88.527626,90.89525
GYRO,1727446120138,-0.018019995,-0.4247679,0.054212693
ACEL,1727446120138,9.346664,3.4737802,1.8840487
GYRO,1727446120140,-0.104760304,-0.45714283,0.14828317
ACEL,1727446120140,5.683552,-1.4294125,0.069391854
GYRO,1727446120142,-0.09315421,-0.42293537,0.1757713
ACEL,1727446120143,6.181558,-5.5926247,-1.1324034
AHRS,1727446120143,7.91825,-88.48691,90.866035
ACEL,1727446120155,13.114761,-8.149654,-3.0738797
AHRS,1727446120156,7.913528,-88.57732,90.84987
AHRS,1727446120156,7.931348,-88.6793,90.86038
GYRO,1727446120157,-0.046118967,-0.3172588,0.049936764
ACEL,1727446120157,13.399807,-5.9207406,-2.6886353
GYRO,1727446120157,-0.05283829,-0.050853033,-0.055128966
ACEL,1727446120158,15.123536,-1.6998014,-0.7540382
ACEL,1727446120158,14.469996,3.8258243,0.84765744
GYRO,1727446120158,-0.064444385,0.23502348,-0.100331664
GYRO,1727446120159,-0.17622943,0.17821468,-0.13514996
GYRO,1727446120159,-0.26968905,0.10246963,-0.03802524
ACEL,1727446120159,8.482257,3.9454653,1.5466608
AHRS,1727446120160,7.9489145,-88.67236,90.91201
GYRO,1727446120160,-0.2947338,0.06398625,0.13850962
ACEL,1727446120160,7.8717885,0.35204405,1.311865
GYRO,1727446120161,-0.22631891,0.0865876,0.20753536
ACEL,1727446120161,5.5447683,-4.6396832,2.3724837
GYRO,1727446120163,-0.09071082,0.046271678,0.12751436
ACEL,1727446120163,12.008679,-7.9770727,2.164308
AHRS,1727446120164,7.938785,-88.65628,90.992645
GYRO,1727446120166,0.0076355906,-0.03436016,4.5813544E-4
ACEL,1727446120166,14.244772,-7.455138,2.2552354
AHRS,1727446120166,7.9507194,-88.6384,91.03364
GYRO,1727446120167,0.04795151,-0.050853033,-0.07711947
ACEL,1727446120167,14.884254,-2.7963123,2.4658036
GYRO,1727446120169,-0.0015271181,-0.16691402,-0.10582929
ACEL,1727446120170,14.096417,1.352543,2.5833511
GYRO,1727446120174,-0.08765658,-0.34108183,-0.07406523
ACEL,1727446120175,10.895419,4.328616,1.0941181
AHRS,1727446120175,7.97767,-88.626144,91.05348
GYRO,1727446120175,-0.15423894,-0.37834352,0.025502874
ACEL,1727446120176,9.339486,2.9829526,-1.3501502
AHRS,1727446120176,7.993155,-88.642525,91.078995
GYRO,1727446120177,-0.11575556,-0.15347537,0.116519116
ACEL,1727446120177,5.3940206,-3.045166,-1.4389837
GYRO,1727446120179,-0.029626092,-0.12171131,0.103691325
ACEL,1727446120180,9.21476,-4.7859445,-1.6615162
GYRO,1727446120182,0.060168456,-0.044133715,-0.033749312
AHRS,1727446120182,7.977708,-88.73363,91.10816
ACEL,1727446120183,15.250356,-7.6947193,-1.907977
GYRO,1727446120185,0.088878274,0.07742489,-0.0917798
ACEL,1727446120186,15.238392,-5.6644096,-0.15314065
AHRS,1727446120186,7.973475,-88.77803,91.09965
ACEL,1727446120189,14.156238,-0.54346985,1.9558334
GYRO,1727446120190,0.10964708,0.12507097,-0.10521844
ACEL,1727446120190,11.795718,2.882454,2.1906292
GYRO,1727446120191,0.044286426,-0.045966256,-0.103996746
GYRO,1727446120193,-0.009468133,-0.11132691,0.032222193
ACEL,1727446120193,4.5655055,2.896811,2.0781665
AHRS,1727446120193,7.9757323,-88.782715,91.101715
GYRO,1727446120194,0.00335966,-0.013591352,0.16721943
ACEL,1727446120195,4.88405,-0.77318084,1.4916258
AHRS,1727446120196,7.9777837,-88.77831,91.10785
GYRO,1727446120197,0.08154811,0.1085781,0.18187977
ACEL,1727446120197,4.929514,-4.7210393,3.1483564
ACEL,1727446120199,11.218749,-6.389734,3.4977086
GYRO,1727446120199,0.18661384,0.09513946,0.06154286
GYRO,1727446120202,0.20616095,-0.027640838,-0.0581832
ACEL,1727446120203,15.271892,-4.7306104,3.2201412
AHRS,1727446120203,7.9849105,-88.78313,91.09285
GYRO,1727446120206,0.16828842,-0.10155336,-0.09849912
AHRS,1727446120207,8.006401,-88.73659,91.04184
ACEL,1727446120208,12.760624,-0.58654064,3.7444685
GYRO,1727446120208,0.043064732,-0.36734828,-0.07650862
ACEL,1727446120209,11.929716,5.0922256,2.329413
GYRO,1727446120210,-0.111479625,-0.5921401,-0.036803547
ACEL,1727446120210,8.396115,5.302794,-0.541077
GYRO,1727446120213,-0.2287623,-0.6196282,0.09086353
AHRS,1727446120213,8.014224,-88.72484,91.013855
ACEL,1727446120213,2.882454,2.2289143,-3.141178
GYRO,1727446120215,-0.20921518,-0.36246148,0.16355436
ACEL,1727446120215,0.85483587,-3.8832521,-4.3094735
AHRS,1727446120216,8.003133,-88.839455,91.024345
GYRO,1727446120217,-0.117588095,-0.07345438,0.10735641
ACEL,1727446120217,5.415556,-7.0025954,-4.551149
GYRO,1727446120219,-0.0021379655,0.3052709,-0.009315421
ACEL,1727446120219,9.282058,-8.953942,-3.1316066
GYRO,1727446120223,0.03634541,0.5392254,-0.103996746
AHRS,1727446120224,7.9934916,-88.98249,91.05179
ACEL,1727446120225,15.183357,-4.503292,-0.5985048
GYRO,1727446120226,-0.012522369,0.5557183,-0.17729841
AHRS,1727446120226,8.0117855,-88.979065,91.07617
ACEL,1727446120226,14.25913,1.7069799,2.2384856
GYRO,1727446120227,-0.12369657,0.3541387,-0.12781979
ACEL,1727446120227,11.302498,5.1496534,3.2440693
GYRO,1727446120229,-0.21837789,0.16721943,0.04382829
ACEL,1727446120230,9.471091,3.7851462,3.0858438
GYRO,1727446120233,-0.22937314,0.13240114,0.176993
AHRS,1727446120233,8.02108,-88.851974,91.12128
ACEL,1727446120234,7.768897,-1.4700904,3.749254
GYRO,1727446120234,-0.14141114,0.006566608,0.20570281
AHRS,1727446120234,8.005378,-88.78113,91.16615
ACEL,1727446120235,11.297712,-5.764908,4.386044
GYRO,1727446120237,-0.019241689,-0.14248012,0.06154286
ACEL,1727446120238,17.711674,-7.9220376,3.478566
GYRO,1727446120241,0.05283829,-0.18470494,-0.04535541
ACEL,1727446120242,19.784756,-7.11775,3.0116663
GYRO,1727446120242,0.09315421,-0.15958385,-0.10460759
ACEL,1727446120243,19.31307,-1.9175483,3.083451
AHRS,1727446120243,8.018763,-88.74741,91.184074
GYRO,1727446120244,0.016798299,-0.39300385,-0.1369825
ACEL,1727446120245,16.84248,4.278367,1.9968106
AHRS,1727446120245,8.03698,-88.7653,91.18775
GYRO,1727446120246,-0.06261184,-0.5255577,-0.05635066
ACEL,1727446120247,11.414961,3.9215372,-0.04546363
GYRO,1727446120249,-0.11514471,-0.55976516,0.10246963
ACEL,1727446120250,8.293224,1.0630114,-2.5112674
GYRO,1727446120252,-0.062000997,-0.3911713,0.14828317
AHRS,1727446120253,8.03682,-88.82104,91.20119
ACEL,1727446120253,4.872086,-4.165605,-3.2991042
GYRO,1727446120254,0.03939965,-0.23784865,0.08047912
ACEL,1727446120254,10.184451,-7.902895,-4.1727834
AHRS,1727446120254,8.017415,-88.96279,91.202774
GYRO,1727446120257,0.12613995,-0.008093726,-0.026419144
ACEL,1727446120257,12.389438,-6.88774,-3.4211383
ACEL,1727446120259,12.724731,-3.9957147,-0.663111
GYRO,1727446120259,0.16706672,0.26312247,-0.07650862
GYRO,1727446120263,0.149963,0.3193204,-0.08689302
ACEL,1727446120263,10.424033,1.16351,2.3485553
AHRS,1727446120264,8.022542,-89.06291,91.18978
GYRO,1727446120264,0.07666133,0.18371232,-0.033138465
ACEL,1727446120264,6.9930243,5.1496534,3.114857
AHRS,1727446120264,8.0424595,-89.048706,91.18068
GYRO,1727446120266,0.013133216,0.08719844,0.10246963
ACEL,1727446120267,2.9422746,4.503292,3.2201412
GYRO,1727446120269,0.038177952,0.08597675,0.20325942
ACEL,1727446120269,0.43818563,0.23928227,3.9478583
GYRO,1727446120274,0.105371155,-0.02519745,0.16905198
ACEL,1727446120275,5.130511,-2.5666013,3.5336008
AHRS,1727446120275,8.050829,-88.989075,91.17552
GYRO,1727446120275,0.1847813,-0.03802524,0.009009997
ACEL,1727446120276,9.74148,-6.0882382,2.7029922
AHRS,1727446120276,8.063034,-88.944786,91.13938
ACEL,1727446120277,11.118251,-3.7396827,2.734099
GYRO,1727446120277,0.2275406,0.009009997,-0.07650862
GYRO,1727446120279,0.20860434,-0.003206948,-0.13453911
ACEL,1727446120279,11.82204,1.3429717,2.7053852
GYRO,1727446120283,0.06933116,-0.22135578,-0.12781979
ACEL,1727446120283,10.610673,5.8654065,1.5753746
AHRS,1727446120283,8.069025,-88.92223,91.082344
GYRO,1727446120284,-0.086434886,-0.41988114,-0.014202199
ACEL,1727446120284,5.939883,4.6468616,-0.23449662
AHRS,1727446120284,8.0610075,-88.89124,91.03564
GYRO,1727446120286,-0.17439689,-0.43026555,0.109188944
ACEL,1727446120286,4.831408,-0.2727818,-2.4131618
GYRO,1727446120289,-0.14813046,-0.24884391,0.1421747
ACEL,1727446120289,1.2424731,-5.128118,-2.4586253
GYRO,1727446120293,-0.046729814,-0.047798797,0.062764555
ACEL,1727446120294,7.5846496,-7.6396847,-3.004488
AHRS,1727446120294,8.03784,-88.96458,91.036674
GYRO,1727446120295,0.0070247436,0.18004723,-0.069178455
ACEL,1727446120295,13.215559,-8.144869,-2.3389843
AHRS,1727446120295,8.028821,-89.06358,91.04515
GYRO,1727446120296,0.031458635,0.44148985,-0.14064758
ACEL,1727446120297,13.119548,-3.5168512,0.8258229
GYRO,1727446120298,-0.051005747,0.32481802,-0.15530792
ACEL,1727446120299,13.533805,3.6607196,2.6647072
GYRO,1727446120301,-0.14751962,0.14339639,-0.10277505
ACEL,1727446120301,10.488639,5.142475,2.8034909
AHRS,1727446120302,8.044136,-89.06355,91.070076
GYRO,1727446120304,-0.21043688,0.08903099,0.10796725
ACEL,1727446120305,7.5053873,2.2217357,2.6431718
AHRS,1727446120305,8.047727,-88.97585,91.11349
GYRO,1727446120307,-0.14629792,0.21853061,0.22219568
ACEL,1727446120307,8.286046,-3.4187453,3.7636108
GYRO,1727446120310,-0.051005747,0.09025268,0.14828317
ACEL,1727446120311,12.497114,-5.4586267,4.3118663
GYRO,1727446120311,0.067498624,-0.056961507,0.008399149
ACEL,1727446120311,16.23919,-7.9340014,3.9957147
AHRS,1727446120312,8.035519,-88.93919,91.15525
GYRO,1727446120316,0.11270132,-0.23723781,-0.09239065
AHRS,1727446120316,8.053503,-88.88073,91.151375
ACEL,1727446120317,19.90679,-5.2046885,2.827419
GYRO,1727446120317,0.10720369,-0.34291437,-0.16385978
ACEL,1727446120318,17.180168,-0.55304116,1.9944177
GYRO,1727446120318,0.021685077,-0.5426614,-0.16080554
ACEL,1727446120319,15.7076845,3.0690942,-0.5554339
ACEL,1727446120321,9.868599,3.0738797,-3.3469608
GYRO,1727446120321,-0.09009997,-0.6397861,-0.052685577
AHRS,1727446120322,8.062036,-88.89122,91.14221
GYRO,1727446120326,-0.14141114,-0.47424653,0.08597675
ACEL,1727446120326,5.796015,-0.32333016,-5.3557353
AHRS,1727446120327,8.043979,-88.99219,91.14388
GYRO,1727446120327,-0.096208446,-0.2189124,0.14767233
ACEL,1727446120328,4.0100718,-5.326722,-4.9677987
GYRO,1727446120328,0.020463383,0.022448637,0.068873025
ACEL,1727446120329,9.547662,-7.4240313,-4.651647
GYRO,1727446120330,0.114533864,0.29794076,-0.03191677
ACEL,1727446120331,11.118251,-7.4048886,-2.2695923
AHRS,1727446120332,8.023901,-89.15166,91.160416
GYRO,1727446120333,0.17867282,0.51418066,-0.09422319
ACEL,1727446120334,11.352747,-1.7715861,1.244866
AHRS,1727446120334,8.037326,-89.213196,91.16183
GYRO,1727446120336,0.11331217,0.39750886,-0.107050985
ACEL,1727446120337,8.656933,4.084249,3.3924243
GYRO,1727446120338,0.048562355,0.2893889,-0.0361927
ACEL,1727446120339,6.519245,4.80748,4.0890346
GYRO,1727446120344,-0.008246438,0.18249062,0.09086353
ACEL,1727446120344,5.616553,3.411567,4.1751766
AHRS,1727446120345,8.057198,-89.12744,91.16064
GYRO,1727446120345,0.028404398,0.23196925,0.13240114
ACEL,1727446120346,4.9510493,-1.759622,5.4777694
AHRS,1727446120346,8.057703,-89.03172,91.155594
GYRO,1727446120347,0.0827698,0.07375981,0.05482354
ACEL,1727446120347,11.266605,-4.041178,5.300401
GYRO,1727446120348,0.12491827,-0.07406523,-0.08567133
ACEL,1727446120349,15.207285,-4.508078,4.2014976
GYRO,1727446120351,0.11209047,-0.15042114,-0.14614521
ACEL,1727446120352,17.690138,-3.205784,3.4331024
AHRS,1727446120352,8.05025,-88.946365,91.12043
ACEL,1727446120353,15.736398,0.20817557,3.0643084
GYRO,1727446120353,0.055281676,-0.27755374,-0.15347537
AHRS,1727446120354,8.034108,-88.908134,91.076416
GYRO,1727446120356,-0.06322269,-0.5225035,-0.1369825
ACEL,1727446120356,14.486747,3.3661032,0.5171488
GYRO,1727446120360,-0.16767757,-0.57809055,-0.033138465
ACEL,1727446120360,7.9722867,0.42382872,-2.0111675
GYRO,1727446120361,-0.1835596,-0.4180486,0.11468657
ACEL,1727446120361,3.598207,-2.9039893,-3.667898
AHRS,1727446120362,8.008107,-88.93316,91.06571
GYRO,1727446120363,-0.11697725,-0.2060846,0.15561333
ACEL,1727446120364,3.8904305,-6.0044894,-3.7540395
AHRS,1727446120364,7.9784737,-89.07268,91.09112
GYRO,1727446120365,-0.008857286,0.025502874,0.05787778
ACEL,1727446120366,11.290534,-9.183653,-3.9526439
GYRO,1727446120368,0.04795151,0.24479704,-0.033749312
ACEL,1727446120369,14.134703,-7.474281,-2.2815564
GYRO,1727446120370,0.06627693,0.4201102,-0.106440134
ACEL,1727446120370,15.3652115,-2.3174486,0.622433
AHRS,1727446120372,7.992969,-89.17381,91.11861
GYRO,1727446120376,-0.020463383,0.2936648,-0.1253764
ACEL,1727446120377,11.850753,3.5120654,2.8704898
AHRS,1727446120377,8.024151,-89.16179,91.139465
GYRO,1727446120378,-0.10659285,0.1317903,-0.025808297
ACEL,1727446120378,8.475079,5.1257253,3.0332017
GYRO,1727446120379,-0.16401249,0.065818794,0.122627586
ACEL,1727446120380,7.3043904,2.6814568,2.8034909
ACEL,1727446120381,4.465007,-1.9968106,4.2448673
GYRO,1727446120381,-0.10353861,0.12201674,0.19531842
AHRS,1727446120382,8.037428,-89.08352,91.17832
GYRO,1727446120383,-0.0051922016,-0.042301174,0.103691325
AHRS,1727446120383,8.033961,-89.04987,91.200874
ACEL,1727446120384,11.977572,-4.723432,3.6559339
ACEL,1727446120385,14.003098,-6.890133,2.9398818
GYRO,1727446120386,0.07910472,-0.16080554,-0.07284354
GYRO,1727446120388,0.12491827,-0.19570018,-0.14431266
ACEL,1727446120388,14.472389,-3.4163525,2.5642085
GYRO,1727446120393,0.098651834,-0.3111503,-0.2170035
ACEL,1727446120394,14.680565,1.5729818,1.6710875
AHRS,1727446120394,8.04116,-89.02057,91.18796
GYRO,1727446120403,-0.006413896,-0.5096757,-0.21639264
GYRO,1727446120404,-0.08154811,-0.53594214,-0.056961507
GYRO,1727446120404,-0.086434886,-0.34719032,0.063375406
GYRO,1727446120405,-0.012522369,-0.11071607,0.07375981
ACEL,1727446120405,10.955539,4.4817567,-0.8452646
GYRO,1727446120406,0.12736166,0.12873606,-0.004428643
ACEL,1727446120406,6.2365932,2.2576282,-3.9047875
ACEL,1727446120406,5.738587,-2.7029922,-5.886942
ACEL,1727446120407,4.1464624,-7.172785,-5.183153
ACEL,1727446120407,12.51865,-9.619446,-4.759324
AHRS,1727446120407,8.025335,-89.03969,91.167336
AHRS,1727446120408,7.9858546,-89.136284,91.17431
AHRS,1727446120408,7.953006,-89.2633,91.17085
GYRO,1727446120408,0.17867282,0.33275905,-0.106440134
ACEL,1727446120409,15.422639,-7.325926,-2.8896325
GYRO,1727446120409,0.19027892,0.49219018,-0.12659809
ACEL,1727446120409,12.767802,-2.0757737,0.74446696
GYRO,1727446120415,0.09681929,0.26923093,-0.088114716
ACEL,1727446120416,10.155738,3.3780673,2.882454
AHRS,1727446120417,7.9583654,-89.29427,91.15905
GYRO,1727446120417,0.019852536,0.081700824,-0.033138465
AHRS,1727446120418,7.9757733,-89.20651,91.15326
ACEL,1727446120418,5.0970116,5.022834,2.882454
GYRO,1727446120418,-0.013133216,0.0645971,0.10430217
ACEL,1727446120419,0.5554339,2.164308,2.9949167
GYRO,1727446120419,0.07177455,0.1885991,0.1537808
ACEL,1727446120420,-0.19142582,-1.745265,4.153641
GYRO,1727446120420,0.1511847,0.10491302,0.05054761
ACEL,1727446120421,4.833801,-3.354139,3.978965
GYRO,1727446120423,0.22570807,0.09269607,-0.08383878
ACEL,1727446120424,10.11506,-5.152046,3.2321053
AHRS,1727446120424,7.977618,-89.1636,91.1575
AHRS,1727446120424,7.976849,-89.10646,91.11553
GYRO,1727446120430,0.21104772,0.08719844,-0.16508147
ACEL,1727446120431,13.133904,-1.4724833,2.8537402
GYRO,1727446120432,0.13163759,0.0029015245,-0.19562383
ACEL,1727446120432,11.879467,2.638386,2.896811
GYRO,1727446120432,-0.021685077,-0.24884391,-0.17302248
ACEL,1727446120432,10.996217,4.8290153,1.2329018
GYRO,1727446120433,-0.17561859,-0.44064993,-0.06123744
ACEL,1727446120434,6.4642105,3.2919257,-1.2783655
AHRS,1727446120434,7.969546,-89.04514,91.059685
AHRS,1727446120434,7.9401693,-89.00058,91.02574
GYRO,1727446120435,-0.23120569,-0.36185065,0.06826218
ACEL,1727446120435,4.2257247,-2.638386,-3.2536407
GYRO,1727446120437,-0.19883078,-0.2384595,0.109188944
ACEL,1727446120437,6.4160547,-6.8398833,-3.9191444
ACEL,1727446120440,12.604792,-9.545269,-4.9606204
GYRO,1727446120440,-0.11575556,-0.09605573,-0.027640838
GYRO,1727446120443,-0.070552856,0.12446013,-0.1473669
ACEL,1727446120443,15.54258,-9.416057,-4.208975
AHRS,1727446120443,7.8908973,-89.08318,91.042435
AHRS,1727446120443,7.8796973,-89.177956,91.07404
GYRO,1727446120446,-0.042453885,0.37674004,-0.20967332
ACEL,1727446120446,14.800206,-2.6551359,-1.5299109
GYRO,1727446120448,-0.12247488,0.29671904,-0.19073705
ACEL,1727446120448,11.5157585,3.5431721,0.39032918
GYRO,1727446120450,-0.1963874,0.22952586,-0.052685577
ACEL,1727446120450,8.522935,3.610171,0.6583253
GYRO,1727446120453,-0.22692975,0.2417428,0.13912046
ACEL,1727446120453,6.4594245,1.0630114,1.2975081
AHRS,1727446120453,7.8836236,-89.20407,91.131775
AHRS,1727446120454,7.8805623,-89.146385,91.20436
GYRO,1727446120455,-0.11880979,0.36879903,0.18798824
ACEL,1727446120455,5.683552,-4.613362,3.6077783
GYRO,1727446120457,0.024128467,0.25701398,0.06642964
ACEL,1727446120457,11.987144,-7.022037,4.4075794
GYRO,1727446120460,0.16217995,0.16050012,-0.1021642
ACEL,1727446120460,15.913467,-6.634101,4.5631127
GYRO,1727446120462,0.21226943,0.040774055,-0.20356485
AHRS,1727446120463,7.877735,-89.09335,91.256035
ACEL,1727446120463,19.250856,-2.8226335,4.35733
AHRS,1727446120463,7.890178,-89.00011,91.248886
ACEL,1727446120464,17.584555,2.3940191,3.868895
GYRO,1727446120465,0.17745113,-0.16263808,-0.25426516
GYRO,1727446120467,0.044897273,-0.5212818,-0.21089502
ACEL,1727446120468,14.287843,5.326722,1.4676976
GYRO,1727446120470,-0.060168456,-0.6355102,-0.08506048
ACEL,1727446120470,10.782956,2.2384856,-1.6040884
GYRO,1727446120473,-0.08582404,-0.43454146,0.05482354
AHRS,1727446120473,7.8782835,-88.93652,91.22151
ACEL,1727446120474,6.255736,-2.9159534,-3.0738797
AHRS,1727446120474,7.827937,-88.99952,91.19928
GYRO,1727446120475,-0.0021379655,-0.18348324,0.10796725
ACEL,1727446120475,5.899205,-6.7633133,-2.6575286
ACEL,1727446120478,14.462818,-8.453544,-3.3062828
GYRO,1727446120479,0.095597595,-0.046577103,-0.026419144
GYRO,1727446120480,0.117588095,0.094528615,-0.13942589
ACEL,1727446120480,13.806886,-7.1919274,-1.9728823
GYRO,1727446120483,0.10414946,0.1757713,-0.17546588
ACEL,1727446120483,13.842778,-1.4796617,-0.19621146
AHRS,1727446120483,7.781182,-89.13688,91.18721
AHRS,1727446120484,7.786761,-89.18546,91.171684
GYRO,1727446120485,-0.0021379655,0.04688253,-0.20295401
ACEL,1727446120486,10.182058,4.0005,0.8500503
GYRO,1727446120487,-0.07910472,-0.0025961008,-0.10155336
ACEL,1727446120487,3.4881372,3.679862,1.0223335
GYRO,1727446120489,-0.13102673,-0.011147963,0.06765133
ACEL,1727446120490,1.7141583,1.7931215,0.5937191
GYRO,1727446120495,-0.07788303,0.16050012,0.12446013
ACEL,1727446120496,-0.6415756,-2.6718855,1.8625133
AHRS,1727446120497,7.785609,-89.16541,91.18322
AHRS,1727446120497,7.7598896,-89.17005,91.2108
GYRO,1727446120497,0.0027488125,0.13117945,0.07742489
ACEL,1727446120498,6.1193447,-4.1368914,2.0877378
GYRO,1727446120498,0.073607095,0.094528615,-0.08383878
ACEL,1727446120499,12.839587,-4.8194437,1.625624
GYRO,1727446120499,0.06810947,0.11163234,-0.17180079
ACEL,1727446120500,13.10519,-1.7979071,2.4179473
GYRO,1727446120503,0.04367558,0.11285403,-0.2053974
ACEL,1727446120503,12.614363,2.0422742,3.3278182
AHRS,1727446120503,7.7538595,-89.14683,91.21576
AHRS,1727446120504,7.755352,-89.1045,91.205536
GYRO,1727446120504,-0.049784053,-0.068567604,-0.2377723
ACEL,1727446120504,11.053644,5.401199,2.2456641
GYRO,1727446120507,-0.12552911,-0.13514996,-0.12904148
ACEL,1727446120507,6.100202,3.3804603,0.85483587
GYRO,1727446120511,-0.12308572,-0.050853033,0.016340164
ACEL,1727446120512,5.5710893,-1.6830516,0.20338993
GYRO,1727446120513,-0.036956258,0.010231691,0.042606596
AHRS,1727446120513,7.7241096,-89.058304,91.20993
AHRS,1727446120514,7.659249,-89.07151,91.22251
ACEL,1727446120514,6.3394847,-6.322735,0.77318084
GYRO,1727446120515,0.08215895,0.018172706,-0.05207473
ACEL,1727446120515,14.400605,-9.861421,0.050249275
GYRO,1727446120517,0.12369657,0.0077883024,-0.1473669
ACEL,1727446120517,18.24318,-7.9316087,-0.05503492
GYRO,1727446120519,0.09926268,-0.026419144,-0.18218519
ACEL,1727446120520,18.700209,-2.32702,0.35204405
GYRO,1727446120522,-0.02351762,-0.2696127,-0.17118995
AHRS,1727446120523,7.628716,-89.07016,91.215515
AHRS,1727446120523,7.622619,-89.059814,91.204185
ACEL,1727446120523,16.449759,2.8034909,-0.4668995
GYRO,1727446120524,-0.15546063,-0.42904383,-0.091168955
ACEL,1727446120529,10.991431,3.6460636,-2.3868406
GYRO,1727446120529,-0.23548162,-0.384452,0.042606596
ACEL,1727446120530,6.4423757,0.19142582,-4.158427
GYRO,1727446120530,-0.18050537,-0.069178455,0.10796725
ACEL,1727446120530,3.423531,-4.888836,-3.2392836
GYRO,1727446120532,-0.073607095,0.045049984,0.037108973
AHRS,1727446120533,7.619837,-89.10241,91.23571
ACEL,1727446120533,6.9499536,-5.81755,-2.353341
AHRS,1727446120533,7.595459,-89.22753,91.27757
GYRO,1727446120534,0.038177952,0.19287503,-0.10949437
ACEL,1727446120534,12.030215,-7.2613196,-1.4796617
GYRO,1727446120536,0.05650337,0.27350685,-0.1681357
ACEL,1727446120537,12.885051,-3.3876386,0.6152545
AHRS,1727446120537,7.5947886,-89.26013,91.3
GYRO,1727446120539,0.041843038,0.24968381,-0.20234315
ACEL,1727446120539,11.04168,2.5402803,2.748456
GYRO,1727446120543,-0.043064732,0.018172706,-0.19806722
ACEL,1727446120544,8.520542,5.654838,2.6431718
AHRS,1727446120544,7.5882034,-89.21281,91.321045
GYRO,1727446120544,-0.095597595,-0.09300149,-0.07162184
ACEL,1727446120545,3.801896,4.0244284,1.7883358
ACEL,1727446120548,2.329413,-0.20578274,1.0845468
AHRS,1727446120548,7.5573344,-89.1793,91.34348
GYRO,1727446120549,-0.080326416,-0.07284354,0.048104223
GYRO,1727446120549,0.025961008,-0.045966256,0.038330667
ACEL,1727446120550,3.19382,-3.545565,1.218545
GYRO,1727446120553,0.13102673,-0.12720895,-0.090558104
ACEL,1727446120553,8.692825,-5.729016,-0.18664017
AHRS,1727446120554,7.5161605,-89.18777,91.339005
GYRO,1727446120554,0.18172707,-0.10949437,-0.17363334
ACEL,1727446120555,13.253844,-5.0252266,-1.2352947
ACEL,1727446120556,13.227524,-1.1156535,-0.3185445
GYRO,1727446120557,0.17622943,0.049936764,-0.23532891
AHRS,1727446120557,7.4920363,-89.19941,91.302025
GYRO,1727446120559,0.09132166,-0.017867282,-0.22677705
ACEL,1727446120559,10.840384,3.8210387,0.27756742
GYRO,1727446120562,-0.02351762,-0.12293301,-0.14248012
ACEL,1727446120563,8.094321,4.6205406,-0.91226363
AHRS,1727446120563,7.46058,-89.198204,91.276505
ACEL,1727446120564,3.4450665,1.1252248,-1.6423737
GYRO,1727446120564,-0.104760304,-0.07650862,0.021226943
